Id,SalePrice
261,126205.48017265051
1559,114570.57452394092
577,220724.47456734185
2812,197352.2677852602
2080,156869.78463987977
1368,106740.02502231969
2376,121963.69007198355
659,128893.58700637482
1235,111768.4136549721
332,54037.211659175795
1917,133777.2129247206
2094,250096.5453231742
1460,271420.3732790665
1471,203962.3431591916
1509,99974.05935275416
1922,105178.68989853919
433,409819.5676472315
460,294298.1243656923
1116,240881.68520256953
1137,158232.02001860805
53,184769.54510027167
2354,228232.2092506581
1475,202267.01811895982
1761,387376.1218744816
842,107484.02985172397
2739,168957.27337510348
2509,166090.75033260428
1007,202410.12778249232
2610,181715.84956503933
1952,126601.30035434887
2719,171956.2472980638
2921,75354.18828820034
1966,112809.00889590704
292,107388.84717600195
1204,190006.7496991934
1829,258225.97351206635
2419,185244.6655153019
391,154353.6037447971
798,117600.85873390913
481,196132.95928484158
193,202480.8016363161
555,102511.68065042829
899,97095.59012260094
2357,170822.26306035244
328,114977.65070677387
1356,149130.82903135655
1154,90359.04935688629
1730,182912.341911509
2249,144849.4584653231
1119,273323.64438732073
2856,148189.70965367486
1394,108843.91300530123
2587,116847.85356288959
61,282169.7257012696
2661,176704.55915332583
2711,124992.78457830942
1147,184263.5853531653
757,149949.56963118364
2623,74170.17110302093
2378,143484.0284533885
1413,141638.32422809832
1722,220303.29083559167
1112,224475.2546424148
1623,153734.1203820798
1201,213863.32725682255
1513,117266.470481328
957,227758.07374035093
1171,272266.32938729186
1145,193972.66461587537
2726,221446.18288316685
703,156850.8921810847
760,103437.55504942765
1964,130039.81156965435
2512,182466.36399321884
159,125546.65238376647
1281,170850.6349758189
468,191908.1621197975
290,121167.43397332403
665,129426.62292511851
1463,267298.62963750656
1792,206626.46233505805
923,108095.44291063945
500,280299.0184573667
1408,180957.1649626226
331,56964.69570914183
170,158028.6555612888
2192,87235.20910593863
2571,250227.37386583257
2314,138481.2132023407
2647,90298.03040882527
422,398008.7739851056
2457,321972.14128369966
1838,189861.53935902857
2805,256081.27733946574
1645,133207.5307817242
1711,293896.4669844065
2825,232599.8224807919
322,346569.91900292155
2103,277325.1296279527
342,116671.32392388885
600,102363.05682609283
488,158198.41704472472
1725,312755.3187814006
2246,241094.73955918828
2847,148513.18105809644
806,232509.35403525567
530,225908.30801851524
963,190725.4615036075
2678,85518.07175098603
171,73587.75486821118
2401,387714.5150319246
805,215724.22768665955
2259,230662.90727585566
1748,185588.37101142012
1361,127937.66468537034
1677,122481.64444616038
1406,164498.40983638313
2322,215321.46432465472
688,158877.20912609738
143,113394.06357593463
804,205155.47784039957
1214,204898.82869640077
2828,124380.3683972838
1999,192307.4843554238
2467,191787.0411934572
2665,187372.09720243208
1538,334614.76001348544
398,96738.39240109058
2822,114123.80017376742
2157,153804.5026143128
1856,183436.53508687578
1269,96123.34877430723
2570,98900.24927375758
2320,241426.40336057387
1517,170314.65468073377
2304,86914.11519709168
1312,90219.61630257788
2012,136210.1322184396
506,211715.71930601363
2865,177237.98196850062
2367,110904.89409684442
554,100074.48252748672
238,140622.51862135658
1954,95881.31231747032
2488,141221.85193345015
2291,76552.53064057672
1969,88370.24278042377
2725,145392.29059257274
1482,165463.34548047784
2763,223636.65136325872
503,235894.8892524258
1584,242038.16411620597
1531,152443.54820036332
2210,169221.36036246
459,313538.62434823136
556,117184.95856261464
1347,143817.68765994703
1290,75611.48576641899
1388,76790.5336512619
1571,183803.68698866223
2754,224436.10827726693
765,115727.80689086704
2494,101359.03347521657
2870,202257.2408255905
7,260679.75404727235
1114,228407.2287246943
2418,274293.2467734439
291,110734.95206196954
18,373583.18550754036
39,347045.33246219717
1001,290290.37013963977
2442,230969.67394482804
616,139541.81167122058
2680,44182.593698411685
1414,121320.77621754888
289,157526.0865613347
40,244050.90530531123
860,127680.00400201799
409,110084.4274137297
673,142573.94095390107
2427,181147.77117086193
2036,212735.88484187226
2564,126964.0842956955
642,174594.87537446967
1008,167746.10016741263
1908,157786.64206533122
2519,212471.56521969964
1369,103093.96008363576
2855,160968.1769627814
712,104681.29392892282
1943,104189.85879180652
1958,129517.32757081455
107,182448.28058111714
2295,200045.12143986707
704,91072.14218416925
676,133905.3605417294
259,170069.95800709265
93,259292.01865335548
106,229390.7377012265
2315,152860.83918606487
1050,92415.02032549732
1095,210229.90991066393
2709,155170.7323549441
758,146062.89451647497
1496,156463.69975029744
2370,126577.46051427207
2458,256192.348377457
2733,120053.36348820379
161,263836.43640687707
726,175061.0773929621
845,218497.31472216643
947,239857.14261490037
2232,136041.93619323432
2563,182859.31426935224
2299,120969.91579655537
211,101368.34215652398
605,176675.48178702997
1478,215207.87821262467
2247,243780.3180082525
2274,203097.66123224352
2869,206656.48164016422
967,207239.7855496169
2656,84300.42270585682
667,224250.3997568169
1042,118437.20932614685
2023,162441.43380115318
2447,360672.8810277276
2055,115285.99312801288
2275,263098.90822509734
2204,189969.39382915833
1563,231917.71833692922
483,210873.75413458896
796,139303.65351467673
1526,138040.9724128
2042,194257.41800278774
442,331742.1500951927
1693,295983.37515422
1468,214417.46695843214
1430,166297.33662412397
2605,169908.51422812592
1529,202707.3172692389
335,119884.76826904429
1287,114444.75818301043
31,110430.61434911429
1785,300213.7346810503
82,152327.02036074843
2620,142314.03970300657
252,185191.50615071147
721,64344.18100402443
2165,186087.56917809867
2316,161831.69745787687
775,121716.98425512644
1558,149773.88131219687
17,198702.87812514586
1022,231334.67037548963
925,115161.5892851589
438,280641.43213539134
1270,123741.35887766379
1272,101883.12787566432
215,150357.414180897
266,225830.12610279178
2402,291060.9474443776
1250,134715.66064705458
1984,131430.3688441398
1279,130562.0250326065
377,233643.7050618508
1252,115406.54332216407
2156,254851.91692086268
499,291594.5390013049
1374,118177.34369319511
2898,196397.58842697984
401,93726.79055927045
2721,152174.16934419505
2078,229827.200052893
2589,105333.11354158983
1946,228330.30804758545
1334,114877.92183050256
2781,235830.05058975253
431,363705.3926191132
576,218370.96528226783
1474,205216.69392779822
2254,136970.55817571565
2155,277775.48635827895
885,109086.4697880777
643,122764.97721823855
1944,133009.85323301097
480,206218.35783568173
2845,111322.63807454993
2387,293439.02760047454
2407,196979.5725628715
2527,175828.49050949264
2514,156659.64109519075
629,170727.63794461332
80,198679.46732287994
1876,126740.78658804478
1546,110232.37730960523
2518,164877.16989309606
2347,161934.04414502837
783,216830.1514979557
1322,81185.97481424507
194,94263.78508141829
1770,273514.0129367579
2143,155539.80895479026
1229,231881.5815999769
511,276821.56950929353
46,205486.84560147714
1348,184862.91345851656
2465,190999.8572354438
387,226880.90712241537
873,231041.8039300073
1918,141500.01204507746
2764,235229.91751640724
2184,153164.27157872004
934,157358.0912302644
1920,105786.11473006236
2631,144968.2750320261
1768,527538.0817816311
2040,105833.5534065109
1749,225673.35846583912
834,234434.62221980206
1457,238798.64863739847
79,85729.78687459207
2302,102754.33759361024
1817,146259.27427925685
2755,248393.00585121478
359,166347.05934651566
2059,100841.17286606287
2092,240664.00907028408
2516,229244.15882513224
150,135081.487700781
1656,132397.337009381
83,101789.39188035706
2411,183203.29099253737
795,60734.373660441255
2312,227121.4306538434
2917,125406.7838124657
1624,178704.41583308368
2215,243728.00137029798
1211,135715.10345073265
1485,165505.4160599995
1024,187850.75618368393
570,188562.0194849081
2874,133779.86371271126
700,155281.07503568163
2756,211641.10287816878
2022,165398.16688030615
583,210579.64789111415
2392,351065.8418313721
2424,191577.06838886905
212,123100.32749055536
736,118133.68162496423
1610,168940.43615326882
890,110952.70403000449
467,181951.7736232619
578,206855.95163828117
1747,179581.6870790619
1149,161619.40718384238
2758,215015.18325856127
857,119712.61080137841
2219,268106.83811332885
733,149837.37773331307
2909,109551.36989120614
1798,276505.3361860818
235,159934.05157103183
2366,155693.46850070637
1027,118570.95062192559
1195,127807.67052230827
1303,27153.80695723262
148,178864.32210939404
608,155390.96552799735
2515,193041.71568594858
821,298151.09417975054
2500,257184.40208317785
745,96909.76702568648
741,127512.40802772556
1611,109436.6428221202
2532,119253.07283576646
1081,222195.13885991042
1692,386090.0172260116
2520,203006.4663018179
276,90720.68909223337
1992,141689.15966962947
663,69992.75737494972
418,112027.3068612853
1733,179351.53315905563
2359,134819.49216140495
253,194235.7601191119
1518,170517.8949370359
2035,170980.50963022615
2919,61567.30090948801
1540,226894.46798730842
2120,127030.02577184
1674,186345.2776067352
256,144245.8508322253
2361,77866.76612829551
978,68938.32359841041
2280,120636.40773761141
2095,243213.5187410328
1709,299648.19583222014
2801,230905.05954216747
1246,110817.6690601148
2373,121165.07285715791
1055,249268.42570585525
2017,133730.9719925337
1099,284110.7367300221
1344,74738.64151071235
835,156553.43795746757
1117,229293.58053188794
2043,87029.74817464112
2085,109399.91059331912
410,141255.34133212228
2650,123879.03422141646
2867,153909.19382928146
1668,94389.65087362898
1161,173049.23213666453
2122,172714.099625033
2539,145402.09413397167
1047,111982.76978584229
1445,112190.72527317322
541,112897.1506257598
569,210851.55926672634
1276,139127.47917615605
918,145373.30315498513
326,153210.3520617382
1936,122126.65783557702
895,80662.57685054271
257,121832.79912303879
1241,160625.31178482287
1545,106773.66850344796
1189,181398.14195629954
270,153773.16548168476
2066,191287.84337260993
693,102710.40069343355
1259,192202.08046104398
2916,152889.07909646357
2321,278414.7434394902
1977,137651.3716386952
1895,146543.9738549442
1240,147030.55402907843
85,165296.65771382625
1823,138741.7366221568
825,279979.9225941436
110,214975.61615025933
697,133890.83021491067
2297,90579.57192099193
1231,122321.05514004032
1355,113713.78254886663
968,355928.91813905083
584,236722.8288093918
1315,138318.9480442363
1606,122133.5555153584
206,140387.43414120475
1685,339346.4815263756
2016,123354.82508167811
869,202137.78445541288
2135,115029.82265228174
2346,162370.74795483184
2430,222994.40666793205
2198,82333.01917519246
2652,130449.98948276961
27,89524.53285327314
241,163316.30484837916
906,129778.36257358163
1506,126479.59374650955
2098,323034.78152648214
1435,208424.01510046187
2213,111811.28290646122
1274,131701.11609458987
743,92282.8009909357
1737,199183.25503042727
2797,269623.8446762728
2185,95139.94856424422
58,146084.91806083272
830,210339.1919469057
808,110718.63829309306
680,124813.75318401589
1153,100639.02749409125
1291,165169.92547316523
1818,176086.49301573343
2161,188175.90366609924
1883,114805.53449865256
350,331698.38655303203
2473,126367.9078867567
295,171789.5862850676
293,200567.14826915468
859,122995.7805039337
288,56396.80582211941
1578,131466.21356016566
102,195237.41018250992
2831,177571.62520732684
1030,156028.60463891632
2551,117901.48791049788
1286,178131.3509398423
958,301235.6997320841
776,117800.72121945341
72,197344.7126656467
2263,254819.05048484768
1866,141928.20799883595
2876,102793.53451043072
2146,251141.95920008293
103,179006.9012659191
1500,124317.69413202768
492,154067.62419883278
167,121015.95494364685
2597,117125.23137536697
2685,112154.05027142177
1035,131244.61826917698
1220,48047.291901195335
2602,156442.9776810853
2159,210264.16099375542
695,163222.17382684542
1109,245016.86777785158
640,198904.85189370642
1652,166256.26856365163
2090,161193.35265983312
1188,176604.51961330057
2345,218070.59976649188
1059,345604.72011023934
2751,225908.9228203758
128,199646.36366733263
1523,186864.7681256494
2925,145894.7025200188
2145,268052.22042764764
1121,209380.18734761755
566,265635.997118526
565,222975.05441455636
1331,128602.39765996805
2928,95948.13737814796
156,122788.54781015361
797,129350.7732787298
327,75354.18828820034
2859,140067.18472633488
1453,106792.2826654497
1762,327456.6446281471
1868,202687.96291695867
1760,152844.4823359507
1113,248904.56971153856
1812,183071.84292023611
117,137166.08520662936
1142,201417.3453952784
2342,416705.8776398719
927,132603.95916154244
2478,158190.48758315484
655,63821.31456042017
2064,126020.0232257646
369,279605.7965670774
2239,126827.62897727752
2732,198755.60961515107
1653,161150.88478580705
959,199028.68262830982
2395,315791.17042386875
1412,86354.69923322742
271,255962.28175957256
1484,167280.89917290522
1497,123500.9141310777
552,172513.20406677187
2,119322.93583708852
1855,270621.10196213867
4,280621.2094362894
2292,165487.10136021502
134,133198.28161761924
646,154825.28871634195
42,303493.6483473488
532,204841.2756762566
713,83247.76731351425
2561,113605.9436713345
2360,112253.15172023243
1333,124579.35620781651
1407,179706.08122749528
2892,278544.37476999033
574,222143.03976712466
1227,193406.84932400024
2591,232480.99717239893
1476,215453.69094517405
1125,267748.70229651354
1446,143321.51110551978
408,111725.39148309622
1101,286844.73842273524
2251,194319.37175017464
373,176626.5377284167
2554,112682.82830842538
2382,271255.39984282176
1985,82644.34555664509
519,214253.86951642297
1093,168907.62403552982
864,262173.3636107623
2889,132407.4035710361
2308,202243.77463635386
986,113023.55976242614
1302,155041.67245765709
585,143622.23503727
2708,120591.79467325931
147,113388.77184269768
1441,221747.09629908446
383,179688.06895906763
285,158339.4433406665
181,109972.0757192789
358,188033.15108253522
780,166330.6152288711
258,171558.5637614434
1865,201075.06573173404
692,113766.67600871928
2902,297285.75861230347
508,263479.9502055084
2638,128485.60419128899
36,145363.12732402736
611,178633.61795515448
2281,117929.6467007923
1678,170048.11682378384
1696,401677.69811165275
1557,72093.39589739396
2180,116496.73893902542
1726,214625.2283587779
951,138730.33802999315
267,231827.95939730984
2706,121521.7349267765
2221,209573.90878860533
1357,165750.96196681343
2901,289846.7351221567
347,151461.26581356203
2164,199437.38146087312
1586,297860.6126766221
360,166942.71309825376
1769,209320.10189692158
2617,168033.66148717143
1879,148460.2508496134
991,198751.3536775395
1535,101481.64573970412
1191,146944.33787296037
1579,212647.13202350706
1882,122301.07592762017
1510,117779.86712097042
2196,156682.48030853245
1845,184361.61757957478
2336,396792.5670399416
942,98776.84961362547
861,113875.16856329601
2555,90378.35783807788
1392,140442.21279316518
2099,277325.1296279527
1543,125580.39824439492
948,234438.52707554534
1239,158027.4281685727
22,208913.29234025563
2796,236220.38304932407
2747,182398.8891456296
92,278270.35918049456
210,163007.43185332353
1858,223870.1874653931
2228,147717.71901139658
447,217166.31706719424
827,235217.69116031996
1649,218106.6580408311
682,111533.09941170135
2698,115320.06987358165
494,148761.75184573533
214,82012.33516920182
2441,221702.3071322005
2679,109360.44288012077
1336,116042.44202752202
465,193702.0056376422
1524,132879.75122080266
2543,110064.60105544077
631,129957.29353461879
2452,296230.18805388326
228,154672.41351356037
126,134629.59111313004
1092,201629.43237644678
1122,193494.08648134544
932,210231.13622918198
1980,84968.14176149631
2171,95236.0111563172
551,135178.09007824893
2768,155577.29387196878
2056,97801.57735097682
1159,322649.8723201689
2645,187268.24043803063
1174,180756.13972818913
2266,217006.62706574367
2462,329798.398045534
1219,132244.28937060497
2922,178181.7216678149
118,127156.4330521672
474,177142.73011435205
2576,138448.34418021856
872,257435.32295051983
1077,216048.178181166
1536,132106.6649557599
1150,114162.21011672184
2341,327057.2866556917
1931,160638.7810483918
2785,121918.08596587798
2538,100962.8572358663
597,193347.00525164028
464,188312.9723248121
233,219186.31050753235
2169,125080.84918145591
2123,151471.62579030625
1867,145565.78879770634
137,225549.3156571606
515,204477.5045641387
933,125014.14675880427
2784,162068.6861186075
972,127297.72138337717
599,153452.0651396911
2614,133439.70938901417
2582,144924.49882267823
1409,168800.90430473868
175,113715.64551925319
352,232625.8091773417
976,106896.76726175078
2134,198165.25744103844
984,73359.26267321585
2396,331679.0075342714
1673,124589.35094646922
404,122727.02292334617
607,177531.34084275336
814,199596.4359762605
868,193230.32759128453
2271,186073.40213202222
1633,279093.5117041345
337,164245.5608172438
2765,169503.4694223621
1746,236229.14756651872
368,344746.88499994355
2806,198207.89786993753
1662,168122.96289743227
1234,226684.33140460815
1373,115697.64345012265
1672,94020.38527025547
1939,124233.19737435615
